Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,
FDI44,16.1,Low Fat,0.10,Fruits and Vegetables,76,OUT046,1997,Small,Tier 1,Supermarket Type1,
DRD49,NA,Low Fat,0.17,Soft Drinks,238,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDN08,7.72,Regular,0.09,Fruits and Vegetables,119,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDO20,NA,Regular,0.15,Fruits and Vegetables,253,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDY02,8.945,Regular,0.09,Dairy,262,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDX23,6.445,Low Fat,0.03,Baking Goods,93,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDX01,10.1,Low Fat,0.02,Canned,116,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDH20,NA,Regular,0.02,Fruits and Vegetables,97,OUT027,1985,Medium,Tier 3,Supermarket Type3,
NCX41,19,Low Fat,0.02,Health and Hygiene,212,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDD21,NA,Regular,0.03,Fruits and Vegetables,115,OUT027,1985,Medium,Tier 3,Supermarket Type3,
DRH11,NA,Low Fat,0.13,Hard Drinks,54,OUT019,1985,Small,Tier 1,Grocery Store,
DRE60,9.395,Low Fat,0.16,Soft Drinks,225,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDB10,10,Low Fat,0.07,Snack Foods,237,OUT013,1987,High,Tier 3,Supermarket Type1,
FDH38,6.425,Low Fat,0.01,Canned,118,OUT013,1987,High,Tier 3,Supermarket Type1,
NCL07,13.85,Low Fat,0.03,Others,39,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDD48,10.395,Low Fat,0.03,Baking Goods,114,OUT046,1997,Small,Tier 1,Supermarket Type1,
NCT54,NA,Low Fat,0.12,Household,93,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDF32,NA,Low Fat,0.07,Fruits and Vegetables,199,OUT027,1985,Medium,Tier 3,Supermarket Type3,
DRH51,17.6,Low Fat,0.10,Dairy,88,OUT045,2002,NA,Tier 2,Supermarket Type1,
DRG03,14.5,Low Fat,0.06,Dairy,155,OUT035,2004,Small,Tier 2,Supermarket Type1,
NCY42,NA,Low Fat,0.03,Household,143,OUT019,1985,Small,Tier 1,Grocery Store,
FDH32,12.8,Low Fat,0.08,Fruits and Vegetables,95,OUT017,2007,NA,Tier 2,Supermarket Type1,
NCJ06,NA,Low Fat,0.03,Household,121,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDH47,NA,Regular,0.13,Starchy Foods,97,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDZ08,12.5,Regular,0.11,Fruits and Vegetables,82,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDK16,9.065,Low Fat,0.12,Frozen Foods,96,OUT017,2007,NA,Tier 2,Supermarket Type1,
DRG01,14.8,Low Fat,0.05,Soft Drinks,76,OUT018,2009,Medium,Tier 3,Supermarket Type2,
NCM53,NA,Low Fat,0.05,Health and Hygiene,105,OUT027,1985,Medium,Tier 3,Supermarket Type3,
NCB07,19.2,Low Fat,0.08,Household,197,OUT035,2004,Small,Tier 2,Supermarket Type1,
NCZ06,19.6,Low Fat,0.09,Household,253,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDU48,18.85,Low Fat,0.06,Baking Goods,131,OUT049,1999,Medium,Tier 1,Supermarket Type1,
NCB55,NA,Low Fat,0.16,Household,59,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDP15,15.2,Low Fat,0.00,Meat,258,OUT013,1987,High,Tier 3,Supermarket Type1,
FDF17,5.19,Low Fat,0.04,Frozen Foods,196,OUT046,1997,Small,Tier 1,Supermarket Type1,
NCN06,8.39,Low Fat,0.12,Household,165,OUT049,1999,Medium,Tier 1,Supermarket Type1,
DRM48,15.2,Low Fat,0.11,Soft Drinks,38,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDH10,21,low fat,0.05,Snack Foods,192,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDC60,5.425,Regular,0.11,Baking Goods,88,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDE35,7.06,Regular,0.00,Starchy Foods,58,OUT018,2009,Medium,Tier 3,Supermarket Type2,
DRI23,18.85,Low Fat,0.14,Hard Drinks,162,OUT013,1987,High,Tier 3,Supermarket Type1,
NCR38,17.25,Low Fat,0.11,Household,254,OUT013,1987,High,Tier 3,Supermarket Type1,
FDP04,15.35,Low Fat,0.01,Frozen Foods,62,OUT035,2004,Small,Tier 2,Supermarket Type1,
NCW17,18,Low Fat,0.02,Health and Hygiene,130,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDX34,6.195,Low Fat,0.07,Snack Foods,122,OUT017,2007,NA,Tier 2,Supermarket Type1,
NCK53,11.6,Low Fat,0.04,Health and Hygiene,98,OUT045,2002,NA,Tier 2,Supermarket Type1,
NCO54,19.5,Low Fat,0.02,Household,56,OUT010,1998,NA,Tier 3,Grocery Store,
NCH55,16.35,Low Fat,0.03,Household,127,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDT44,NA,Low Fat,0.10,Fruits and Vegetables,117,OUT027,1985,Medium,Tier 3,Supermarket Type3,
DRG49,7.81,Low Fat,0.07,Soft Drinks,243,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDX46,12.3,Regular,0.10,Snack Foods,58,OUT010,1998,NA,Tier 3,Grocery Store,
DRG36,14.15,Low Fat,0.10,Soft Drinks,171,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDU37,9.5,Regular,0.10,Canned,81,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDK10,5.785,Regular,0.04,Snack Foods,182,OUT049,1999,Medium,Tier 1,Supermarket Type1,
DRF37,NA,Low Fat,0.08,Soft Drinks,261,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDC44,15.6,Low Fat,0.17,Fruits and Vegetables,113,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDP15,15.2,Low Fat,0.08,Meat,257,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDZ27,NA,Low Fat,0.02,Dairy,50,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDY22,NA,Regular,0.28,Snack Foods,143,OUT019,1985,Small,Tier 1,Grocery Store,
DRG51,12.1,Low Fat,0.01,Dairy,166,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDN58,13.8,Regular,0.06,Snack Foods,234,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDW01,14.5,Low Fat,0.06,Canned,154,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDX24,8.355,Low Fat,0.01,Baking Goods,94,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDO51,6.785,Regular,0.04,Meat,43,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDJ52,NA,Low Fat,0.02,Frozen Foods,162,OUT027,1985,Medium,Tier 3,Supermarket Type3,
NCY06,15.25,Low Fat,0.10,Household,129,OUT010,1998,NA,Tier 3,Grocery Store,
FDE20,11.35,Regular,0.01,Fruits and Vegetables,168,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDT23,7.72,Regular,0.13,Breads,76,OUT010,1998,NA,Tier 3,Grocery Store,
FDQ51,16,Regular,0.02,Meat,49,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDE35,7.06,Regular,0.04,Starchy Foods,60,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDB46,10.5,Regular,0.09,Snack Foods,212,OUT013,1987,High,Tier 3,Supermarket Type1,
NCG19,20.25,Low Fat,0.15,Household,233,OUT035,2004,Small,Tier 2,Supermarket Type1,
NCL06,14.65,Low Fat,0.07,Household,260,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDT36,NA,Low Fat,0.00,Baking Goods,34,OUT019,1985,Small,Tier 1,Grocery Store,
FDC56,7.72,Low Fat,0.12,Fruits and Vegetables,121,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDJ26,15.3,Regular,0.08,Canned,215,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDZ59,6.63,Regular,0.10,Baking Goods,168,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDV11,NA,Regular,0.08,Breads,176,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDR13,9.895,Regular,0.05,Canned,115,OUT010,1998,NA,Tier 3,Grocery Store,
FDI15,13.8,low fat,0.14,Dairy,264,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDF47,20.85,Low Fat,0.10,Starchy Foods,224,OUT018,2009,Medium,Tier 3,Supermarket Type2,
NCB54,NA,Low Fat,0.09,Health and Hygiene,129,OUT019,1985,Small,Tier 1,Grocery Store,
NCK19,NA,Low Fat,0.09,Others,193,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDX16,17.85,Low Fat,0.07,Frozen Foods,151,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDL50,12.15,Regular,0.04,Canned,126,OUT045,2002,NA,Tier 2,Supermarket Type1,
NCE31,7.67,Low Fat,0.18,Household,35,OUT035,2004,Small,Tier 2,Supermarket Type1,
DRJ01,6.135,Low Fat,0.12,Soft Drinks,162,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDE22,9.695,Low Fat,0.03,Snack Foods,160,OUT013,1987,High,Tier 3,Supermarket Type1,
FDY20,NA,Regular,0.14,Fruits and Vegetables,89,OUT019,1985,Small,Tier 1,Grocery Store,
NCO14,9.6,Low Fat,0.03,Household,45,OUT045,2002,NA,Tier 2,Supermarket Type1,
NCR50,20.2,Low Fat,0.01,Household,151,OUT017,2007,NA,Tier 2,Supermarket Type1,
DRM47,9.3,Low Fat,0.04,Hard Drinks,191,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDO27,6.175,Regular,0.30,Meat,96,OUT010,1998,NA,Tier 3,Grocery Store,
FDJ20,NA,Regular,0.10,Fruits and Vegetables,125,OUT027,1985,Medium,Tier 3,Supermarket Type3,
NCX17,21.25,Low Fat,0.11,Health and Hygiene,235,OUT013,1987,High,Tier 3,Supermarket Type1,
FDG59,15.85,Low Fat,0.04,Starchy Foods,37,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDD52,18.25,Regular,0.18,Dairy,109,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDO48,15,Regular,0.03,Baking Goods,222,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDC59,NA,Regular,0.10,Starchy Foods,64,OUT019,1985,Small,Tier 1,Grocery Store,
FDS15,9.195,Regular,0.08,Meat,108,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDB47,8.8,Low Fat,0.07,Snack Foods,211,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDV14,NA,Low Fat,0.08,Dairy,87,OUT019,1985,Small,Tier 1,Grocery Store,
FDB27,7.575,Low Fat,0.06,Dairy,195,OUT013,1987,High,Tier 3,Supermarket Type1,
FDA35,14.85,Regular,0.05,Baking Goods,124,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDN51,17.85,Regular,0.02,Meat,261,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDO39,NA,Regular,0.24,Meat,182,OUT019,1985,Small,Tier 1,Grocery Store,
FDB28,6.615,Low Fat,0.09,Dairy,198,OUT049,1999,Medium,Tier 1,Supermarket Type1,
DRJ25,14.6,Low Fat,0.15,Soft Drinks,50,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDH46,NA,Regular,0.04,Snack Foods,101,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDI10,8.51,Regular,0.08,Snack Foods,172,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDU21,11.8,Regular,0.08,Snack Foods,33,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDD09,13.5,Low Fat,0.02,Fruits and Vegetables,180,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDD10,20.6,Regular,0.05,Snack Foods,179,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDN31,11.5,Low Fat,0.12,Fruits and Vegetables,191,OUT010,1998,NA,Tier 3,Grocery Store,
FDA46,13.6,Low Fat,0.12,Snack Foods,196,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDM56,16.7,Low Fat,0.07,Fruits and Vegetables,108,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDF11,10.195,Regular,0.03,Starchy Foods,240,OUT010,1998,NA,Tier 3,Grocery Store,
FDS32,17.75,Regular,0.03,Fruits and Vegetables,140,OUT018,2009,Medium,Tier 3,Supermarket Type2,
NCM06,7.475,Low Fat,0.08,Household,153,OUT013,1987,High,Tier 3,Supermarket Type1,
FDZ26,11.6,Regular,0.14,Dairy,240,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDO01,21.1,Regular,0.02,Breakfast,130,OUT013,1987,High,Tier 3,Supermarket Type1,
FDJ46,11.1,Low Fat,0.04,Snack Foods,175,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDG26,NA,Low Fat,0.07,Canned,258,OUT019,1985,Small,Tier 1,Grocery Store,
FDZ38,17.6,Low Fat,0.01,Dairy,174,OUT035,2004,Small,Tier 2,Supermarket Type1,
NCO55,12.8,Low Fat,0.09,Others,105,OUT013,1987,High,Tier 3,Supermarket Type1,
FDT60,12,Low Fat,0.08,Baking Goods,124,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDW37,19.2,Low Fat,0.12,Canned,92,OUT049,1999,Medium,Tier 1,Supermarket Type1,
NCK42,7.475,Low Fat,0.01,Household,215,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDA45,21.25,Low Fat,0.16,Snack Foods,175,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDW55,12.6,Regular,0.00,Fruits and Vegetables,251,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDY44,14.15,Regular,0.02,Fruits and Vegetables,196,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDQ31,5.785,Regular,0.05,Fruits and Vegetables,86,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDM09,11.15,Regular,0.09,Snack Foods,171,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDH12,9.6,Low Fat,0.09,Baking Goods,105,OUT018,2009,Medium,Tier 3,Supermarket Type2,
NCQ43,17.75,Low Fat,0.00,Others,110,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDT33,7.81,Regular,0.03,Snack Foods,167,OUT035,2004,Small,Tier 2,Supermarket Type1,
NCT41,15.7,Low Fat,0.06,Health and Hygiene,150,OUT018,2009,Medium,Tier 3,Supermarket Type2,
DRJ25,14.6,Low Fat,0.25,Soft Drinks,50,OUT010,1998,NA,Tier 3,Grocery Store,
NCQ41,14.8,Low Fat,0.02,Health and Hygiene,197,OUT046,1997,Small,Tier 1,Supermarket Type1,
NCN17,11,Low Fat,0.06,Health and Hygiene,101,OUT049,1999,Medium,Tier 1,Supermarket Type1,
DRO35,NA,Low Fat,0.03,Hard Drinks,118,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDU27,18.6,Regular,0.00,Meat,49,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDY43,NA,Low Fat,0.00,Fruits and Vegetables,169,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDG46,8.63,Regular,0.03,Snack Foods,116,OUT035,2004,Small,Tier 2,Supermarket Type1,
DRL49,13.15,Low Fat,0.06,Soft Drinks,144,OUT018,2009,Medium,Tier 3,Supermarket Type2,
NCB55,15.7,Low Fat,0.16,Household,58,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDK28,5.695,Low Fat,0.07,Frozen Foods,259,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDO49,10.6,Regular,0.00,Breakfast,49,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDT03,21.25,Low Fat,0.01,Meat,182,OUT013,1987,High,Tier 3,Supermarket Type1,
FDW33,NA,Low Fat,0.10,Snack Foods,105,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDR02,16.7,Low Fat,0.02,Dairy,110,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDF50,4.905,Low Fat,0.12,Canned,198,OUT013,1987,High,Tier 3,Supermarket Type1,
FDA40,16,Regular,0.10,Frozen Foods,89,OUT018,2009,Medium,Tier 3,Supermarket Type2,
NCT53,5.4,Low Fat,0.00,Health and Hygiene,165,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDY60,10.5,Regular,0.03,Baking Goods,142,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDP44,NA,Regular,0.08,Fruits and Vegetables,103,OUT027,1985,Medium,Tier 3,Supermarket Type3,
NCQ50,18.75,Low Fat,0.03,Household,214,OUT045,2002,NA,Tier 2,Supermarket Type1,
NCC30,16.6,Low Fat,0.03,Household,178,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDQ60,6.195,Regular,0.11,Baking Goods,121,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDG41,8.84,Regular,0.08,Frozen Foods,109,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDQ03,15,Regular,0.00,Meat,237,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDM03,12.65,Low Fat,0.12,Meat,107,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDZ51,11.3,Regular,0.05,Meat,93,OUT018,2009,Medium,Tier 3,Supermarket Type2,
DRF51,15.75,Low Fat,0.17,Dairy,39,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDF39,14.85,Regular,0.02,Dairy,261,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDW52,14,Regular,0.04,Frozen Foods,163,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDY22,16.5,Regular,0.00,Snack Foods,146,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDG14,9,Regular,0.05,Canned,150,OUT013,1987,High,Tier 3,Supermarket Type1,
FDA57,18.85,Low Fat,0.04,Snack Foods,40,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDL45,NA,Low Fat,0.07,Snack Foods,127,OUT019,1985,Small,Tier 1,Grocery Store,
FDX28,6.325,Low Fat,0.13,Frozen Foods,98,OUT046,1997,Small,Tier 1,Supermarket Type1,
NCQ54,17.7,Low Fat,0.01,Household,170,OUT013,1987,High,Tier 3,Supermarket Type1,
FDH40,11.6,Regular,0.08,Frozen Foods,80,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDU52,7.56,Low Fat,0.06,Frozen Foods,157,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDT60,12,Low Fat,0.13,Baking Goods,124,OUT010,1998,NA,Tier 3,Grocery Store,
FDK08,9.195,Regular,0.12,Fruits and Vegetables,100,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDN04,11.8,Regular,0.01,Frozen Foods,179,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDE50,19.7,Regular,0.02,Canned,187,OUT013,1987,High,Tier 3,Supermarket Type1,
FDI16,14,Regular,0.14,Frozen Foods,51,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDM50,13,Regular,0.00,Canned,61,OUT049,1999,Medium,Tier 1,Supermarket Type1,
NCV30,20.2,Low Fat,0.07,Household,62,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDT44,16.6,Low Fat,0.10,Fruits and Vegetables,116,OUT013,1987,High,Tier 3,Supermarket Type1,
FDY60,10.5,Regular,0.03,Baking Goods,145,OUT013,1987,High,Tier 3,Supermarket Type1,
FDT56,16,Regular,0.12,Fruits and Vegetables,59,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDV58,20.85,Low Fat,0.12,Snack Foods,195,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDU04,7.93,Low Fat,0.01,Frozen Foods,123,OUT013,1987,High,Tier 3,Supermarket Type1,
NCN05,NA,Low Fat,0.01,Health and Hygiene,185,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDI53,8.895,Regular,0.14,Frozen Foods,162,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDD34,7.945,Low Fat,0.02,Snack Foods,164,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDW47,NA,Low Fat,0.05,Breads,124,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDT51,NA,Regular,0.01,Meat,111,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDO27,6.175,Regular,0.18,Meat,96,OUT013,1987,High,Tier 3,Supermarket Type1,
NCQ18,15.75,Low Fat,0.14,Household,101,OUT018,2009,Medium,Tier 3,Supermarket Type2,
NCW05,20.25,Low Fat,0.15,Health and Hygiene,109,OUT013,1987,High,Tier 3,Supermarket Type1,
FDI15,13.8,Low Fat,0.24,Dairy,265,OUT010,1998,NA,Tier 3,Grocery Store,
NCH43,8.42,Low Fat,0.12,Household,217,OUT010,1998,NA,Tier 3,Grocery Store,
FDT40,5.985,Low Fat,0.10,Frozen Foods,126,OUT049,1999,Medium,Tier 1,Supermarket Type1,
NCG19,20.25,Low Fat,0.15,Household,232,OUT017,2007,NA,Tier 2,Supermarket Type1,
NCM30,19.1,Low Fat,0.07,Household,41,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDB38,19.5,Regular,0.03,Canned,158,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDB22,8.02,Low Fat,0.11,Snack Foods,154,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDC58,10.195,Low Fat,0.04,Snack Foods,44,OUT046,1997,Small,Tier 1,Supermarket Type1,
NCI29,8.6,Low Fat,0.03,Health and Hygiene,141,OUT013,1987,High,Tier 3,Supermarket Type1,
FDA23,9.8,Low Fat,0.08,Baking Goods,100,OUT010,1998,NA,Tier 3,Grocery Store,
DRG48,5.78,Low Fat,0.01,Soft Drinks,144,OUT013,1987,High,Tier 3,Supermarket Type1,
FDV21,11.5,Low Fat,0.17,Snack Foods,125,OUT013,1987,High,Tier 3,Supermarket Type1,
NCG18,NA,Low Fat,0.04,Household,101,OUT019,1985,Small,Tier 1,Grocery Store,
FDG40,13.65,Low Fat,0.04,Frozen Foods,34,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDU24,6.78,Regular,0.14,Baking Goods,95,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDA22,7.435,Low Fat,0.08,Starchy Foods,166,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDY35,17.6,Regular,0.02,Breads,46,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDJ15,11.35,Regular,0.02,Dairy,182,OUT045,2002,NA,Tier 2,Supermarket Type1,
NCW18,15.1,Low Fat,0.00,Household,237,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDK56,9.695,Low Fat,0.13,Fruits and Vegetables,189,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDF44,7.17,Regular,0.06,Fruits and Vegetables,132,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDP51,13.85,Regular,0.09,Meat,120,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDU22,NA,Low Fat,0.09,Snack Foods,117,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDM28,15.7,Low Fat,0.05,Frozen Foods,178,OUT017,2007,NA,Tier 2,Supermarket Type1,
NCL42,18.85,Low Fat,0.04,Household,244,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDJ15,NA,Regular,0.04,Dairy,185,OUT019,1985,Small,Tier 1,Grocery Store,
FDI32,17.7,Low Fat,0.00,Fruits and Vegetables,113,OUT018,2009,Medium,Tier 3,Supermarket Type2,
DRL11,10.5,Low Fat,0.05,Hard Drinks,159,OUT046,1997,Small,Tier 1,Supermarket Type1,
DRO59,11.8,Low Fat,0.05,Hard Drinks,76,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDA07,NA,Regular,0.05,Fruits and Vegetables,124,OUT019,1985,Small,Tier 1,Grocery Store,
NCO53,16.2,Low Fat,0.18,Health and Hygiene,182,OUT013,1987,High,Tier 3,Supermarket Type1,
FDO21,11.6,Regular,0.01,Snack Foods,225,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDW39,6.69,Regular,0.00,Meat,178,OUT045,2002,NA,Tier 2,Supermarket Type1,
NCV17,18.85,Low Fat,0.02,Health and Hygiene,131,OUT013,1987,High,Tier 3,Supermarket Type1,
FDE22,9.695,Low Fat,0.03,Snack Foods,158,OUT046,1997,Small,Tier 1,Supermarket Type1,
NCB06,17.6,Low Fat,0.08,Health and Hygiene,158,OUT018,2009,Medium,Tier 3,Supermarket Type2,
DRF48,5.73,Low Fat,0.05,Soft Drinks,185,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDB05,5.155,Low Fat,0.08,Frozen Foods,248,OUT013,1987,High,Tier 3,Supermarket Type1,
FDP28,NA,Regular,0.08,Frozen Foods,259,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDP23,6.71,Low Fat,0.04,Breads,220,OUT046,1997,Small,Tier 1,Supermarket Type1,
NCS41,12.85,Low Fat,0.00,Health and Hygiene,183,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDS40,15.35,Low Fat,0.01,Frozen Foods,38,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDA16,6.695,Low Fat,0.03,Frozen Foods,220,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDN20,19.35,Low Fat,0.00,Fruits and Vegetables,167,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDF04,NA,Low Fat,0.01,Frozen Foods,259,OUT027,1985,Medium,Tier 3,Supermarket Type3,
DRG36,14.15,Low Fat,0.10,Soft Drinks,170,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDW16,17.35,Regular,0.04,Frozen Foods,93,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDU09,7.71,Regular,0.07,Snack Foods,54,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDW01,14.5,Low Fat,0.06,Canned,154,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDB15,10.895,Low Fat,0.14,Dairy,265,OUT045,2002,NA,Tier 2,Supermarket Type1,
NCJ17,7.68,Low Fat,0.15,Health and Hygiene,86,OUT049,1999,Medium,Tier 1,Supermarket Type1,
NCT18,14.6,Low Fat,0.06,Household,183,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDG16,15.25,Low Fat,0.09,Frozen Foods,214,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDP27,8.155,Low Fat,0.12,Meat,192,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDQ44,NA,Low Fat,0.04,Fruits and Vegetables,121,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDL50,NA,Regular,0.04,Canned,126,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDW57,NA,Regular,0.12,Snack Foods,179,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDS34,19.35,Regular,0.08,Snack Foods,115,OUT013,1987,High,Tier 3,Supermarket Type1,
NCV30,20.2,Low Fat,0.07,Household,61,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDD26,8.71,Regular,0.07,Canned,185,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDA03,18.5,Regular,0.05,Dairy,147,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDS27,10.195,Regular,0.01,Meat,196,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDM12,16.7,Regular,0.07,Baking Goods,188,OUT013,1987,High,Tier 3,Supermarket Type1,
NCV42,NA,Low Fat,0.03,Household,110,OUT027,1985,Medium,Tier 3,Supermarket Type3,
NCS41,12.85,Low Fat,0.00,Health and Hygiene,184,OUT046,1997,Small,Tier 1,Supermarket Type1,
